Date,Time,SML,SMU
2004-01-01,0.0,-110.4,70.3
2004-01-01,0.5,-103.0,81.3
2004-01-01,1.0,-128.2,100.5
2004-01-01,1.5,-273.5,97.9
2004-01-01,2.0,-285.9,98.7
2004-01-01,2.5,-339.4,87.8
2004-01-01,3.0,-196.1,62.4
2004-01-01,3.5,-166.6,101.3
2004-01-01,4.0,-156.5,79.0
2004-01-01,4.5,-198.8,106.1
2004-01-01,5.0,-332.3,182.4
2004-01-01,5.5,-470.3,187.6
2004-01-01,6.0,-471.8,177.6
2004-01-01,6.5,-282.7,156.2
2004-01-01,7.0,-197.7,177.5
2004-01-01,7.5,-174.1,112.3
2004-01-01,8.0,-303.1,108.1
2004-01-01,8.5,-890.7,218.8
2004-01-01,9.0,-551.0,81.7
2004-01-01,9.5,-242.2,112.4
2004-01-01,10.0,-241.9,124.6
2004-01-01,10.5,-231.1,170.7
2004-01-01,11.0,-328.8,158.9
2004-01-01,11.5,-522.5,118.7
2004-01-01,12.0,-346.4,83.2
2004-01-01,12.5,-788.6,124.8
2004-01-01,13.0,-958.0,153.6
2004-01-01,13.5,-414.1,59.3
2004-01-01,14.0,-79.6,150.8
2004-01-01,14.5,-161.5,131.1
2004-01-01,15.0,-100.0,102.1
2004-01-01,15.5,-41.5,115.2
2004-01-01,16.0,-75.2,85.0
2004-01-01,16.5,-93.0,107.0
2004-01-01,17.0,-194.1,87.0
2004-01-01,17.5,-423.3,125.5
2004-01-01,18.0,-497.3,117.6
2004-01-01,18.5,-338.8,97.8
2004-01-01,19.0,-259.3,78.1
2004-01-01,19.5,-146.5,72.9
2004-01-01,20.0,-120.6,61.5
2004-01-01,20.5,-317.2,89.2
2004-01-01,21.0,-619.4,61.9
2004-01-01,21.5,-475.6,44.9
2004-01-01,22.0,-245.9,91.6
2004-01-01,22.5,-113.6,80.6
2004-01-01,23.0,-82.4,57.1
2004-01-01,23.5,-78.1,61.0
2004-01-02,0.0,-70.9,106.8
2004-01-02,0.5,-190.3,83.5
2004-01-02,1.0,-178.4,44.6
2004-01-02,1.5,-243.3,74.8
2004-01-02,2.0,-493.5,81.9
2004-01-02,2.5,-412.0,99.3
2004-01-02,3.0,-136.0,58.2
2004-01-02,3.5,-83.7,56.5
2004-01-02,4.0,-68.1,56.4
2004-01-02,4.5,-72.4,74.7
2004-01-02,5.0,-68.9,44.5
2004-01-02,5.5,-77.0,36.1
2004-01-02,6.0,-76.5,30.6
2004-01-02,6.5,-73.4,45.9
2004-01-02,7.0,-66.2,51.2
2004-01-02,7.5,-67.1,65.2
2004-01-02,8.0,-78.6,57.9
2004-01-02,8.5,-254.1,101.5
2004-01-02,9.0,-192.8,95.2
2004-01-02,9.5,-199.2,72.9
2004-01-02,10.0,-185.8,68.6
2004-01-02,10.5,-88.8,73.3
2004-01-02,11.0,-99.7,83.7
2004-01-02,11.5,-104.8,81.4
2004-01-02,12.0,-119.3,52.5
2004-01-02,12.5,-187.0,62.1
2004-01-02,13.0,-328.7,59.8
2004-01-02,13.5,-556.1,57.2
2004-01-02,14.0,-560.7,61.6
2004-01-02,14.5,-429.0,100.6
2004-01-02,15.0,-261.3,54.9
2004-01-02,15.5,-106.7,53.3
2004-01-02,16.0,-84.1,63.8
2004-01-02,16.5,-79.6,75.2
2004-01-02,17.0,-222.6,109.5
2004-01-02,17.5,-220.4,113.1
2004-01-02,18.0,-315.0,113.7
2004-01-02,18.5,-218.3,104.5
2004-01-02,19.0,-227.1,72.2
2004-01-02,19.5,-295.4,89.4
2004-01-02,20.0,-214.2,72.4
2004-01-02,20.5,-249.0,112.5
2004-01-02,21.0,-361.4,88.6
2004-01-02,21.5,-250.1,91.7
2004-01-02,22.0,-141.7,90.5
2004-01-02,22.5,-152.8,71.1
2004-01-02,23.0,-105.2,56.1
2004-01-02,23.5,-76.4,49.3
2004-01-03,0.0,-75.8,45.3
2004-01-03,0.5,-70.4,68.1
2004-01-03,1.0,-85.1,75.8
2004-01-03,1.5,-170.5,76.3
2004-01-03,2.0,-138.2,77.9
2004-01-03,2.5,-156.4,39.4
2004-01-03,3.0,-173.3,52.3
2004-01-03,3.5,-225.5,111.2
2004-01-03,4.0,-146.1,62.7
2004-01-03,4.5,-146.2,76.1
2004-01-03,5.0,-182.3,101.1
2004-01-03,5.5,-106.9,103.7
2004-01-03,6.0,-65.4,65.8
2004-01-03,6.5,-110.5,95.5
2004-01-03,7.0,-308.4,109.1
2004-01-03,7.5,-272.7,117.1
2004-01-03,8.0,-164.0,89.6
2004-01-03,8.5,-524.6,138.7
2004-01-03,9.0,-1012.6,139.7
2004-01-03,9.5,-693.1,168.0
2004-01-03,10.0,-392.0,249.1
2004-01-03,10.5,-374.7,187.3
2004-01-03,11.0,-387.8,159.2
2004-01-03,11.5,-374.0,151.1
2004-01-03,12.0,-460.8,69.7
2004-01-03,12.5,-450.8,62.9
2004-01-03,13.0,-351.9,89.1
2004-01-03,13.5,-154.9,86.7
2004-01-03,14.0,-341.8,84.2
2004-01-03,14.5,-266.8,119.9
2004-01-03,15.0,-277.4,108.5
2004-01-03,15.5,-314.5,101.8
2004-01-03,16.0,-245.3,90.1
2004-01-03,16.5,-88.3,128.8
2004-01-03,17.0,-22.3,160.1
2004-01-03,17.5,-61.5,132.0
2004-01-03,18.0,-68.9,139.0
2004-01-03,18.5,-135.6,67.1
2004-01-03,19.0,-129.6,69.5
2004-01-03,19.5,-102.3,66.7
2004-01-03,20.0,-479.5,120.2
2004-01-03,20.5,-597.5,117.0
2004-01-03,21.0,-319.9,147.7
2004-01-03,21.5,-153.7,90.3
2004-01-03,22.0,-72.1,88.4
2004-01-03,22.5,-64.6,51.2
2004-01-03,23.0,-64.3,62.6
2004-01-03,23.5,-58.3,53.2
2004-01-04,0.0,-76.1,85.7
2004-01-04,0.5,-212.6,76.9
2004-01-04,1.0,-317.1,66.6
2004-01-04,1.5,-361.8,53.1
2004-01-04,2.0,-284.8,56.5
2004-01-04,2.5,-128.4,36.3
2004-01-04,3.0,-73.8,51.4
2004-01-04,3.5,-99.9,85.0
2004-01-04,4.0,-131.9,68.3
2004-01-04,4.5,-178.8,82.9
2004-01-04,5.0,-385.4,55.7
2004-01-04,5.5,-381.7,68.4
2004-01-04,6.0,-241.9,77.9
2004-01-04,6.5,-129.1,51.4
2004-01-04,7.0,-164.5,116.3
2004-01-04,7.5,-232.5,90.2
2004-01-04,8.0,-331.7,166.2
2004-01-04,8.5,-552.5,119.7
2004-01-04,9.0,-522.5,92.4
2004-01-04,9.5,-553.0,150.8
2004-01-04,10.0,-361.6,189.5
2004-01-04,10.5,-253.8,162.0
2004-01-04,11.0,-218.5,122.3
2004-01-04,11.5,-188.9,104.8
2004-01-04,12.0,-355.6,106.7
2004-01-04,12.5,-495.2,196.7
2004-01-04,13.0,-319.6,96.1
2004-01-04,13.5,-187.0,111.4
2004-01-04,14.0,-490.9,179.5
2004-01-04,14.5,-486.8,98.3
2004-01-04,15.0,-1005.0,181.0
2004-01-04,15.5,-753.3,208.1
2004-01-04,16.0,-420.0,151.0
2004-01-04,16.5,-333.7,208.9
2004-01-04,17.0,-408.3,168.8
2004-01-04,17.5,-384.8,107.9
2004-01-04,18.0,-262.7,102.9
2004-01-04,18.5,-315.3,77.4
2004-01-04,19.0,-400.1,131.2
2004-01-04,19.5,-370.2,157.4
2004-01-04,20.0,-72.8,93.0
2004-01-04,20.5,-100.1,107.2
2004-01-04,21.0,-204.4,67.2
2004-01-04,21.5,-234.8,75.4
2004-01-04,22.0,-177.0,47.4
2004-01-04,22.5,-127.0,46.1
2004-01-04,23.0,-260.4,37.7
2004-01-04,23.5,-240.4,34.9
2004-01-05,0.0,-155.0,41.7
2004-01-05,0.5,-138.4,113.2
2004-01-05,1.0,-248.1,83.7
2004-01-05,1.5,-420.8,180.7
2004-01-05,2.0,-453.9,149.1
2004-01-05,2.5,-366.0,146.4
2004-01-05,3.0,-161.8,121.9
2004-01-05,3.5,-210.4,78.7
2004-01-05,4.0,-268.8,50.6
2004-01-05,4.5,-312.1,54.6
2004-01-05,5.0,-305.4,155.6
2004-01-05,5.5,-176.7,173.3
2004-01-05,6.0,-205.6,109.1
2004-01-05,6.5,-110.5,78.5
2004-01-05,7.0,-98.1,89.4
2004-01-05,7.5,-121.2,72.4
2004-01-05,8.0,-168.6,99.5
2004-01-05,8.5,-209.2,81.4
2004-01-05,9.0,-279.5,132.1
2004-01-05,9.5,-107.2,103.5
2004-01-05,10.0,-139.2,93.9
2004-01-05,10.5,-350.3,103.1
2004-01-05,11.0,-397.2,99.4
2004-01-05,11.5,-197.0,113.9
2004-01-05,12.0,-200.2,124.7
2004-01-05,12.5,-102.4,100.9
2004-01-05,13.0,-274.5,67.6
2004-01-05,13.5,-548.7,169.2
2004-01-05,14.0,-522.1,104.2
2004-01-05,14.5,-375.2,87.6
2004-01-05,15.0,-302.6,135.5
2004-01-05,15.5,-469.9,149.9
2004-01-05,16.0,-787.3,157.9
2004-01-05,16.5,-678.0,199.3
2004-01-05,17.0,-503.7,157.2
2004-01-05,17.5,-447.8,151.0
2004-01-05,18.0,-295.0,150.7
2004-01-05,18.5,-340.1,178.2
2004-01-05,19.0,-346.5,167.2
2004-01-05,19.5,-490.7,187.0
2004-01-05,20.0,-311.1,111.0
2004-01-05,20.5,-126.4,132.3
2004-01-05,21.0,-164.9,102.6
2004-01-05,21.5,-196.5,89.9
2004-01-05,22.0,-470.4,87.1
2004-01-05,22.5,-622.9,139.7
2004-01-05,23.0,-529.1,118.0
2004-01-05,23.5,-301.4,83.2
2004-01-06,0.0,-190.7,142.0
2004-01-06,0.5,-138.7,117.4
2004-01-06,1.0,-227.4,124.8
2004-01-06,1.5,-169.6,150.7
2004-01-06,2.0,-252.1,74.1
2004-01-06,2.5,-272.4,181.5
2004-01-06,3.0,-193.8,169.1
2004-01-06,3.5,-39.4,112.0
2004-01-06,4.0,-32.7,67.5
2004-01-06,4.5,-69.3,87.0
2004-01-06,5.0,-239.4,75.7
2004-01-06,5.5,-349.9,94.4
2004-01-06,6.0,-435.4,121.3
2004-01-06,6.5,-201.9,89.0
2004-01-06,7.0,-102.9,102.4
2004-01-06,7.5,-182.9,102.5
2004-01-06,8.0,-132.3,88.9
2004-01-06,8.5,-148.1,64.7
2004-01-06,9.0,-297.4,77.3
2004-01-06,9.5,-121.8,104.4
2004-01-06,10.0,-201.5,76.8
2004-01-06,10.5,-155.3,86.3
2004-01-06,11.0,-59.3,83.1
2004-01-06,11.5,-44.7,124.8
2004-01-06,12.0,-31.0,127.2
2004-01-06,12.5,-41.6,90.4
2004-01-06,13.0,-47.7,49.1
2004-01-06,13.5,-46.6,68.4
2004-01-06,14.0,-46.1,58.5
2004-01-06,14.5,-58.7,69.9
2004-01-06,15.0,-70.3,66.4
2004-01-06,15.5,-65.0,82.7
2004-01-06,16.0,-143.4,76.3
2004-01-06,16.5,-135.6,82.5
2004-01-06,17.0,-89.7,98.4
2004-01-06,17.5,-203.3,110.7
2004-01-06,18.0,-238.1,85.4
2004-01-06,18.5,-291.6,82.1
2004-01-06,19.0,-178.2,95.0
2004-01-06,19.5,-64.7,94.7
2004-01-06,20.0,-57.0,161.5
2004-01-06,20.5,-145.2,114.8
2004-01-06,21.0,-332.9,95.8
2004-01-06,21.5,-397.2,153.9
2004-01-06,22.0,-496.7,134.6
2004-01-06,22.5,-800.7,216.0
2004-01-06,23.0,-950.2,225.3
2004-01-06,23.5,-560.2,306.4
2004-01-07,0.0,-133.9,189.6
2004-01-07,0.5,-76.8,124.8
2004-01-07,1.0,-129.9,247.3
2004-01-07,1.5,-171.6,103.6
2004-01-07,2.0,-194.6,75.4
2004-01-07,2.5,-238.7,94.2
2004-01-07,3.0,-493.3,116.0
2004-01-07,3.5,-442.5,111.4
2004-01-07,4.0,-342.9,139.2
2004-01-07,4.5,-353.8,117.6
2004-01-07,5.0,-547.9,102.6
2004-01-07,5.5,-625.9,120.0
2004-01-07,6.0,-746.8,119.6
2004-01-07,6.5,-968.3,141.9
2004-01-07,7.0,-795.0,270.4
2004-01-07,7.5,-661.1,178.0
2004-01-07,8.0,-737.4,219.0
2004-01-07,8.5,-717.6,157.3
2004-01-07,9.0,-468.8,153.8
2004-01-07,9.5,-572.3,133.2
2004-01-07,10.0,-725.5,153.0
2004-01-07,10.5,-455.5,164.5
2004-01-07,11.0,-496.4,75.5
2004-01-07,11.5,-836.5,168.2
2004-01-07,12.0,-861.4,259.5
2004-01-07,12.5,-703.9,229.6
2004-01-07,13.0,-818.4,208.5
2004-01-07,13.5,-715.3,175.2
2004-01-07,14.0,-680.3,226.7
2004-01-07,14.5,-797.2,286.3
2004-01-07,15.0,-564.0,226.2
2004-01-07,15.5,-250.6,169.2
2004-01-07,16.0,-186.6,185.2
2004-01-07,16.5,-198.1,146.5
2004-01-07,17.0,-178.6,127.2
2004-01-07,17.5,-343.1,132.9
2004-01-07,18.0,-320.6,134.8
2004-01-07,18.5,-318.0,98.7
2004-01-07,19.0,-203.5,94.5
2004-01-07,19.5,-186.3,84.4
2004-01-07,20.0,-564.4,118.3
2004-01-07,20.5,-520.9,125.8
2004-01-07,21.0,-298.2,75.5
2004-01-07,21.5,-106.8,135.4
2004-01-07,22.0,-28.8,73.7
2004-01-07,22.5,-47.3,83.0
2004-01-07,23.0,-32.1,57.3
2004-01-07,23.5,-29.9,36.7
2004-01-08,0.0,-19.2,31.6
2004-01-08,0.5,-25.1,38.9
2004-01-08,1.0,-71.5,43.4
2004-01-08,1.5,-41.0,46.8
2004-01-08,2.0,-62.4,34.0
2004-01-08,2.5,-46.3,35.4
2004-01-08,3.0,-29.0,50.2
2004-01-08,3.5,-16.6,34.4
2004-01-08,4.0,-15.4,31.7
2004-01-08,4.5,-17.0,30.1
2004-01-08,5.0,-16.0,34.1
2004-01-08,5.5,-21.4,42.2
2004-01-08,6.0,-14.9,40.4
2004-01-08,6.5,-14.6,40.0
2004-01-08,7.0,-13.4,41.6
2004-01-08,7.5,-13.3,47.1
2004-01-08,8.0,-14.0,53.5
2004-01-08,8.5,-20.3,64.5
2004-01-08,9.0,-15.2,56.2
2004-01-08,9.5,-15.5,56.0
2004-01-08,10.0,-25.0,51.7
2004-01-08,10.5,-119.9,59.4
2004-01-08,11.0,-189.7,43.0
2004-01-08,11.5,-314.1,42.5
2004-01-08,12.0,-183.5,45.5
2004-01-08,12.5,-194.6,47.4
2004-01-08,13.0,-157.7,50.8
2004-01-08,13.5,-51.7,68.7
2004-01-08,14.0,-24.6,91.3
2004-01-08,14.5,-23.9,89.9
2004-01-08,15.0,-34.4,68.0
2004-01-08,15.5,-54.2,76.2
2004-01-08,16.0,-31.0,97.1
2004-01-08,16.5,-51.6,109.9
2004-01-08,17.0,-59.7,122.5
2004-01-08,17.5,-59.6,115.1
2004-01-08,18.0,-48.0,131.5
2004-01-08,18.5,-99.3,95.7
2004-01-08,19.0,-62.1,89.4
2004-01-08,19.5,-40.6,90.3
2004-01-08,20.0,-29.7,76.0
2004-01-08,20.5,-44.3,87.5
2004-01-08,21.0,-41.1,51.3
2004-01-08,21.5,-59.8,42.9
2004-01-08,22.0,-267.0,69.4
2004-01-08,22.5,-460.5,65.7
2004-01-08,23.0,-417.6,80.8
2004-01-08,23.5,-313.0,70.2
2004-01-09,0.0,-207.9,75.1
2004-01-09,0.5,-235.7,86.4
2004-01-09,1.0,-224.0,59.1
2004-01-09,1.5,-357.8,103.6
2004-01-09,2.0,-221.7,75.7
2004-01-09,2.5,-151.9,42.6
2004-01-09,3.0,-133.5,71.3
2004-01-09,3.5,-143.5,62.8
2004-01-09,4.0,-246.4,61.8
2004-01-09,4.5,-346.6,64.7
2004-01-09,5.0,-373.8,96.8
2004-01-09,5.5,-380.5,129.2
2004-01-09,6.0,-319.7,132.0
2004-01-09,6.5,-322.3,145.5
2004-01-09,7.0,-755.4,194.5
2004-01-09,7.5,-827.3,371.4
2004-01-09,8.0,-790.0,310.0
2004-01-09,8.5,-658.8,264.7
2004-01-09,9.0,-699.8,266.6
2004-01-09,9.5,-594.7,254.1
2004-01-09,10.0,-577.5,157.8
2004-01-09,10.5,-416.8,152.8
2004-01-09,11.0,-416.1,137.8
2004-01-09,11.5,-250.8,119.2
2004-01-09,12.0,-146.7,84.9
2004-01-09,12.5,-58.0,108.2
2004-01-09,13.0,-173.4,127.6
2004-01-09,13.5,-281.8,87.4
2004-01-09,14.0,-455.0,161.4
2004-01-09,14.5,-454.8,174.3
2004-01-09,15.0,-476.8,174.8
2004-01-09,15.5,-775.6,252.3
2004-01-09,16.0,-736.3,259.8
2004-01-09,16.5,-883.9,334.7
2004-01-09,17.0,-399.2,304.7
2004-01-09,17.5,-311.4,184.3
2004-01-09,18.0,-403.1,243.8
2004-01-09,18.5,-360.0,319.7
2004-01-09,19.0,-347.8,362.9
2004-01-09,19.5,-441.3,378.1
2004-01-09,20.0,-435.8,302.8
2004-01-09,20.5,-384.7,171.0
2004-01-09,21.0,-209.6,122.2
2004-01-09,21.5,-160.0,98.4
2004-01-09,22.0,-186.7,76.0
2004-01-09,22.5,-83.7,65.5
2004-01-09,23.0,-117.9,60.4
2004-01-09,23.5,-148.4,87.0
2004-01-10,0.0,-161.0,85.1
2004-01-10,0.5,-207.7,65.8
2004-01-10,1.0,-328.6,59.5
2004-01-10,1.5,-275.7,96.2
2004-01-10,2.0,-248.2,89.5
2004-01-10,2.5,-163.2,63.7
2004-01-10,3.0,-216.3,203.1
2004-01-10,3.5,-378.3,227.1
2004-01-10,4.0,-581.7,208.6
2004-01-10,4.5,-261.2,143.4
2004-01-10,5.0,-81.2,117.5
2004-01-10,5.5,-46.3,77.0
2004-01-10,6.0,-91.8,71.2
2004-01-10,6.5,-235.3,171.2
2004-01-10,7.0,-293.0,149.2
2004-01-10,7.5,-711.4,254.4
2004-01-10,8.0,-922.8,258.9
2004-01-10,8.5,-704.1,157.4
2004-01-10,9.0,-492.4,159.5
2004-01-10,9.5,-468.2,130.6
2004-01-10,10.0,-216.0,101.1
2004-01-10,10.5,-66.4,114.3
2004-01-10,11.0,-70.6,76.2
2004-01-10,11.5,-37.4,57.0
2004-01-10,12.0,-44.3,83.9
2004-01-10,12.5,-38.8,63.3
2004-01-10,13.0,-36.9,59.0
2004-01-10,13.5,-53.8,64.4
2004-01-10,14.0,-140.7,129.1
2004-01-10,14.5,-119.2,81.1
2004-01-10,15.0,-343.1,72.7
2004-01-10,15.5,-277.5,92.3
2004-01-10,16.0,-330.3,153.4
2004-01-10,16.5,-404.7,147.5
2004-01-10,17.0,-376.0,196.2
2004-01-10,17.5,-395.4,167.7
2004-01-10,18.0,-365.7,134.6
2004-01-10,18.5,-473.5,199.4
2004-01-10,19.0,-613.5,163.5
2004-01-10,19.5,-276.7,157.7
2004-01-10,20.0,-161.9,164.9
2004-01-10,20.5,-97.8,113.9
2004-01-10,21.0,-43.6,99.9
2004-01-10,21.5,-29.0,63.4
2004-01-10,22.0,-30.8,64.7
2004-01-10,22.5,-25.0,47.1
2004-01-10,23.0,-39.9,53.0
2004-01-10,23.5,-26.7,47.3
2004-01-11,0.0,-21.7,43.3
2004-01-11,0.5,-20.7,40.4
2004-01-11,1.0,-24.6,37.9
2004-01-11,1.5,-24.8,33.2
2004-01-11,2.0,-34.3,42.9
2004-01-11,2.5,-24.3,32.9
2004-01-11,3.0,-22.4,30.7
2004-01-11,3.5,-27.7,31.6
2004-01-11,4.0,-20.9,30.5
2004-01-11,4.5,-18.5,36.1
2004-01-11,5.0,-16.7,46.6
2004-01-11,5.5,-19.7,40.4
2004-01-11,6.0,-19.1,35.5
2004-01-11,6.5,-37.3,49.2
2004-01-11,7.0,-71.5,64.7
2004-01-11,7.5,-187.2,65.7
2004-01-11,8.0,-305.5,107.0
2004-01-11,8.5,-413.7,126.1
2004-01-11,9.0,-261.2,106.4
2004-01-11,9.5,-358.0,101.7
2004-01-11,10.0,-509.1,109.3
2004-01-11,10.5,-573.3,91.9
2004-01-11,11.0,-509.1,142.9
2004-01-11,11.5,-649.1,108.0
2004-01-11,12.0,-655.8,211.7
2004-01-11,12.5,-331.5,124.0
2004-01-11,13.0,-167.1,138.7
2004-01-11,13.5,-431.5,104.0
2004-01-11,14.0,-660.1,245.1
2004-01-11,14.5,-530.2,124.9
2004-01-11,15.0,-289.6,78.5
2004-01-11,15.5,-312.7,99.5
2004-01-11,16.0,-560.9,190.7
2004-01-11,16.5,-779.9,151.0
2004-01-11,17.0,-492.2,120.9
2004-01-11,17.5,-385.0,146.6
2004-01-11,18.0,-291.8,125.0
2004-01-11,18.5,-155.7,98.8
2004-01-11,19.0,-119.5,103.7
2004-01-11,19.5,-114.2,98.3
2004-01-11,20.0,-205.9,69.2
2004-01-11,20.5,-149.7,79.6
2004-01-11,21.0,-240.3,51.4
2004-01-11,21.5,-174.9,39.1
2004-01-11,22.0,-71.2,33.1
2004-01-11,22.5,-62.9,54.0
2004-01-11,23.0,-32.2,36.9
2004-01-11,23.5,-30.9,29.7
2004-01-12,0.0,-65.1,40.5
2004-01-12,0.5,-65.6,49.1
2004-01-12,1.0,-26.9,30.0
2004-01-12,1.5,-19.7,33.4
2004-01-12,2.0,-26.3,31.7
2004-01-12,2.5,-19.4,50.2
2004-01-12,3.0,-22.9,43.4
2004-01-12,3.5,-66.7,94.6
2004-01-12,4.0,-29.5,41.8
2004-01-12,4.5,-32.4,37.4
2004-01-12,5.0,-27.2,30.7
2004-01-12,5.5,-24.8,31.3
2004-01-12,6.0,-27.2,34.1
2004-01-12,6.5,-48.3,28.1
2004-01-12,7.0,-38.2,32.5
2004-01-12,7.5,-21.8,39.7
2004-01-12,8.0,-22.0,38.0
2004-01-12,8.5,-20.7,35.9
2004-01-12,9.0,-20.4,31.0
2004-01-12,9.5,-22.5,39.0
2004-01-12,10.0,-15.2,35.1
2004-01-12,10.5,-17.0,41.1
2004-01-12,11.0,-73.0,44.0
2004-01-12,11.5,-43.3,41.8
2004-01-12,12.0,-36.1,54.9
2004-01-12,12.5,-29.4,67.1
2004-01-12,13.0,-172.5,109.6
2004-01-12,13.5,-280.4,68.1
2004-01-12,14.0,-228.6,96.0
2004-01-12,14.5,-260.6,74.3
2004-01-12,15.0,-319.1,123.2
2004-01-12,15.5,-315.4,118.4
2004-01-12,16.0,-415.5,100.4
2004-01-12,16.5,-291.9,131.0
2004-01-12,17.0,-270.1,167.3
2004-01-12,17.5,-198.6,132.0
2004-01-12,18.0,-142.9,136.8
2004-01-12,18.5,-285.6,113.0
2004-01-12,19.0,-545.9,164.4
2004-01-12,19.5,-577.7,90.8
2004-01-12,20.0,-383.5,81.5
2004-01-12,20.5,-279.1,85.3
2004-01-12,21.0,-526.6,132.6
2004-01-12,21.5,-570.8,200.1
2004-01-12,22.0,-491.2,137.4
2004-01-12,22.5,-284.9,127.4
2004-01-12,23.0,-266.7,109.0
2004-01-12,23.5,-221.6,125.8
2004-01-13,0.0,-163.9,115.7
2004-01-13,0.5,-137.7,93.3
2004-01-13,1.0,-106.6,137.1
2004-01-13,1.5,-112.2,153.6
2004-01-13,2.0,-137.0,117.1
2004-01-13,2.5,-316.0,99.7
2004-01-13,3.0,-179.7,66.7
2004-01-13,3.5,-107.9,42.8
2004-01-13,4.0,-28.3,47.4
2004-01-13,4.5,-37.2,36.8
2004-01-13,5.0,-38.6,44.5
2004-01-13,5.5,-74.9,60.4
2004-01-13,6.0,-105.7,37.4
2004-01-13,6.5,-96.1,47.8
2004-01-13,7.0,-188.7,56.7
2004-01-13,7.5,-200.2,89.0
2004-01-13,8.0,-252.3,69.9
2004-01-13,8.5,-60.2,73.4
2004-01-13,9.0,-26.6,53.2
2004-01-13,9.5,-26.4,39.4
2004-01-13,10.0,-27.0,45.9
2004-01-13,10.5,-42.3,74.2
2004-01-13,11.0,-43.4,70.8
2004-01-13,11.5,-99.1,90.1
2004-01-13,12.0,-161.3,86.8
2004-01-13,12.5,-192.0,103.9
2004-01-13,13.0,-417.7,159.3
2004-01-13,13.5,-751.1,153.6
2004-01-13,14.0,-684.9,136.9
2004-01-13,14.5,-499.8,96.5
2004-01-13,15.0,-311.8,104.1
2004-01-13,15.5,-97.5,247.3
2004-01-13,16.0,-68.6,218.3
2004-01-13,16.5,-141.5,166.5
2004-01-13,17.0,-369.6,140.9
2004-01-13,17.5,-411.5,160.4
2004-01-13,18.0,-321.0,76.1
2004-01-13,18.5,-262.2,104.3
2004-01-13,19.0,-152.0,114.9
2004-01-13,19.5,-145.4,130.5
2004-01-13,20.0,-202.0,123.9
2004-01-13,20.5,-189.5,95.6
2004-01-13,21.0,-67.6,109.4
2004-01-13,21.5,-170.8,149.7
2004-01-13,22.0,-360.8,133.1
2004-01-13,22.5,-373.5,79.8
2004-01-13,23.0,-210.7,70.0
2004-01-13,23.5,-120.0,72.2
2004-01-14,0.0,-174.1,109.2
2004-01-14,0.5,-210.2,108.2
2004-01-14,1.0,-159.8,83.6
2004-01-14,1.5,-254.5,128.2
2004-01-14,2.0,-214.2,96.6
2004-01-14,2.5,-97.6,64.3
2004-01-14,3.0,-75.0,47.2
2004-01-14,3.5,-117.8,78.0
2004-01-14,4.0,-107.1,60.7
2004-01-14,4.5,-211.0,79.9
2004-01-14,5.0,-158.3,111.2
2004-01-14,5.5,-21.4,82.6
2004-01-14,6.0,-22.1,81.0
2004-01-14,6.5,-31.6,80.1
2004-01-14,7.0,-38.4,73.7
2004-01-14,7.5,-108.0,84.7
2004-01-14,8.0,-43.5,117.4
2004-01-14,8.5,-39.1,120.3
2004-01-14,9.0,-71.3,153.5
2004-01-14,9.5,-64.2,132.8
2004-01-14,10.0,-129.3,101.7
2004-01-14,10.5,-131.7,81.6
2004-01-14,11.0,-192.7,75.0
2004-01-14,11.5,-260.0,75.9
2004-01-14,12.0,-344.4,53.1
2004-01-14,12.5,-273.7,65.5
2004-01-14,13.0,-188.4,71.9
2004-01-14,13.5,-205.6,93.9
2004-01-14,14.0,-211.7,123.0
2004-01-14,14.5,-246.0,64.0
2004-01-14,15.0,-310.6,78.0
2004-01-14,15.5,-210.6,114.1
2004-01-14,16.0,-174.1,134.9
2004-01-14,16.5,-147.6,133.8
2004-01-14,17.0,-168.7,127.4
2004-01-14,17.5,-179.4,138.8
2004-01-14,18.0,-172.4,152.5
2004-01-14,18.5,-294.4,100.7
2004-01-14,19.0,-185.3,154.4
2004-01-14,19.5,-129.1,142.2
2004-01-14,20.0,-93.0,118.6
2004-01-14,20.5,-61.8,120.0
2004-01-14,21.0,-45.9,105.0
2004-01-14,21.5,-85.9,102.3
2004-01-14,22.0,-123.9,103.6
2004-01-14,22.5,-85.2,113.3
2004-01-14,23.0,-58.2,91.9
2004-01-14,23.5,-107.3,81.2
2004-01-15,0.0,-171.6,112.4
2004-01-15,0.5,-193.1,108.4
2004-01-15,1.0,-107.7,98.7
2004-01-15,1.5,-73.4,101.6
2004-01-15,2.0,-85.3,84.1
2004-01-15,2.5,-75.3,70.4
2004-01-15,3.0,-96.3,52.4
2004-01-15,3.5,-39.0,63.5
2004-01-15,4.0,-70.9,65.8
2004-01-15,4.5,-250.5,87.5
2004-01-15,5.0,-209.5,108.4
2004-01-15,5.5,-60.9,115.2
2004-01-15,6.0,-42.1,125.9
2004-01-15,6.5,-22.1,99.7
2004-01-15,7.0,-34.7,59.6
2004-01-15,7.5,-27.0,45.7
2004-01-15,8.0,-28.6,40.1
2004-01-15,8.5,-23.9,44.1
2004-01-15,9.0,-32.3,65.3
2004-01-15,9.5,-18.7,58.6
2004-01-15,10.0,-22.8,46.3
2004-01-15,10.5,-39.0,53.2
2004-01-15,11.0,-40.8,68.7
2004-01-15,11.5,-30.7,60.0
2004-01-15,12.0,-35.3,84.2
2004-01-15,12.5,-30.3,86.5
2004-01-15,13.0,-40.2,71.7
